,id,user,tweet,created_at,prepro
1173,1431594734829510659,❤🇲🇨 Allya Ruh,"Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
Ayo jangan apatis. 
Stop Hoaks Vaksinasihttps://amp.kontan.co.id/news/inilah-cara-kerja-vaksin-virus-corona-dan-keefektifannya-melawan-varian-terbaru",2021-08-28 12:29:17,"['cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'ayo', 'apatis', 'stop', 'hoaks', 'vaksinasi']"
1174,1431594732610719748,❤🇲🇨 Allya Ruh,"Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
Ayo jangan apatis, kesadaran diri sendiri menjadi obat penulatan covid19

Stop Hoaks Vaksinasi
https://t.co/uQblHlwVLc",2021-08-28 12:29:16,"['cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'ayo', 'apatis', 'sadar', 'obat', 'tulat', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1175,1431594730425491468,❤🇲🇨 Allya Ruh,"Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
Ayo jangan apatis, kesadaran diri sendiri menjadi obat penulatan covid19

Stop Hoaks Vaksinasi
https://t.co/AWEvEtOvCk",2021-08-28 12:29:16,"['cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'ayo', 'apatis', 'sadar', 'obat', 'tulat', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1176,1431594727757914113,❤🇲🇨 Allya Ruh,"Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
Ayo jangan apatis, kesadaran diri sendiri menjadi obat penulatan covid19

Stop Hoaks Vaksinasi https://t.co/Y9gPTku3WI",2021-08-28 12:29:15,"['cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'ayo', 'apatis', 'sadar', 'obat', 'tulat', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1177,1431594715787378695,❤🇲🇨 Allya Ruh,"Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
Ayo jangan apatis, kesadaran diri sendiri menjadi obat penulatan covid19

Stop Hoaks Vaksinasi https://t.co/6Ms7GRtC7G",2021-08-28 12:29:12,"['cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'ayo', 'apatis', 'sadar', 'obat', 'tulat', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1178,1431594691087126528,❤🇲🇨 Allya Ruh,"Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
Ayo jangan apatis, kesadaran diri sendiri menjadi obat penulatan covid19

Stop Hoaks Vaksinasi https://t.co/vkxmmJQn7p",2021-08-28 12:29:06,"['cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'ayo', 'apatis', 'sadar', 'obat', 'tulat', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1179,1431594677677948940,❤🇲🇨 Allya Ruh,"Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
Ayo jangan apatis, kesadaran diri sendiri menjadi obat penulatan covid19

Stop Hoaks Vaksinasi https://t.co/QRd8adAoVN",2021-08-28 12:29:03,"['cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'ayo', 'apatis', 'sadar', 'obat', 'tulat', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1180,1431594664256147458,❤🇲🇨 Allya Ruh,"Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
Ayo jangan apatis, kesadaran diri sendiri menjadi obat penulatan covid19

Stop Hoaks Vaksinasi https://t.co/qNTd1drZNn",2021-08-28 12:29:00,"['cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'ayo', 'apatis', 'sadar', 'obat', 'tulat', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1181,1431594653820735490,❤🇲🇨 Allya Ruh,"Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
Ayo jangan apatis, kesadaran diri sendiri menjadi obat penulatan covid19

Stop Hoaks Vaksinasi https://t.co/hPJf1JegDW",2021-08-28 12:28:57,"['cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'ayo', 'apatis', 'sadar', 'obat', 'tulat', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1182,1431594639308382210,❤🇲🇨 Allya Ruh,"Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
Ayo jangan apatis, kesadaran diri sendiri menjadi obat penulatan covid19

Stop Hoaks Vaksinasi https://t.co/mWRPcaPPlw",2021-08-28 12:28:54,"['cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'ayo', 'apatis', 'sadar', 'obat', 'tulat', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1183,1431594138642751491,Rendy Agata,"Vaksin COVID-19 produksi Sinovac aman suci dan halal, Stop Hoaks Vaksinasi https://t.co/T1wCWg47rC",2021-08-28 12:26:55,"['vaksin', 'covid', 'produksi', 'sinovac', 'aman', 'suci', 'halal', 'stop', 'hoaks', 'vaksinasi']"
1185,1431593556951527431,Alfa 🇲🇨🇲🇨,"Perpanjangan PPKM demi memutus penyebaran COVID-19

Stop Hoaks Vaksinasi 
https://t.co/PKDXPxhWW3",2021-08-28 12:24:36,"['panjang', 'ppkm', 'putus', 'sebar', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1187,1431593217485541379,Ozilaprilia 🇲🇨,"Perpanjangan PPKM demi memutus penyebaran COVID-19

Stop Hoaks Vaksinasi 
https://t.co/q0y0swbt9Y",2021-08-28 12:23:15,"['panjang', 'ppkm', 'putus', 'sebar', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1188,1431592762625822721,Yuni Anggraini,"Dukung aparat keamanan menindak tegas provokator penyebar Hoax vaksinasi &amp; Covid-19
Stop Hoaks Vaksinasi https://t.co/pj7k5AYZJp",2021-08-28 12:21:26,"['dukung', 'aparat', 'aman', 'tindak', 'provokator', 'sebar', 'hoax', 'vaksinasi', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1189,1431592692979359748,Indonesiaku,Lindungi diri dan keluarga dengan vaksinasi Covid-19 https://t.co/xchdAa7vAA,2021-08-28 12:21:10,"['lindung', 'keluarga', 'vaksinasi', 'covid']"
1190,1431592582228807688,Indonesiaku,Vaksinasi menghindarkan kita dari virus Covid-19 https://t.co/tGPg2Qwk9Q,2021-08-28 12:20:43,"['vaksinasi', 'hindar', 'virus', 'covid']"
1191,1431592342738255880,Indonesiaku,Melalui Prokes dan Vaksinasi kita dapat membantu menghentikan penyebaran Varian Covid-19 di Indonesia https://t.co/OZeAb43TaU,2021-08-28 12:19:46,"['prokes', 'vaksinasi', 'bantu', 'henti', 'sebar', 'varian', 'covid', 'indonesia']"
1193,1431592306054811648,Suciaty Rahman,"Stop sebar isu Hoax vaksinasi &amp; Covid-19, Stop Hoaks Vaksinasi https://t.co/eoD0KzHbyP",2021-08-28 12:19:38,"['stop', 'sebar', 'isu', 'hoax', 'vaksinasi', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1194,1431591854210883587,Bintang Antapani,"Sukseskan vaksinasi COVID-19 agar cepat tercipta herd immunity
Stop Hoaks Vaksinasi https://t.co/iYuFuck6o1",2021-08-28 12:17:50,"['sukses', 'vaksinasi', 'covid', 'cepat', 'cipta', 'herd', 'immunity', 'stop', 'hoaks', 'vaksinasi']"
1195,1431591641953886208,Bintang Antapani,"PPKM terbukti menurunkan kasus COVID-19
Stop Hoaks Vaksinasi https://t.co/8pkiH9IDe6",2021-08-28 12:16:59,"['ppkm', 'bukti', 'turun', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1197,1431589793591296003,Suara Rakyat,"Vaksinasi dan Prokes Efektif Menurunkan COVID-19
Stop Hoaks Vaksinasi https://t.co/PuMS7LfExH",2021-08-28 12:09:39,"['vaksinasi', 'prokes', 'efektif', 'turun', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1198,1431589435938783232,brader,Vaksinasi Prokes dan PPKM Efektif menurunkan kasus positif Covid-19 https://t.co/bzh7BRzPG8,2021-08-28 12:08:13,"['vaksinasi', 'prokes', 'ppkm', 'efektif', 'turun', 'positif', 'covid']"
1200,1431589107335974915,Mutia Sari,"Dukung aparat keamanan menindak tegas penyebar hoax vaksin dan covid
Stop Hoaks Vaksinasi https://t.co/FdiqE99S2u",2021-08-28 12:06:55,"['dukung', 'aparat', 'aman', 'tindak', 'sebar', 'hoax', 'vaksin', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1201,1431588779245006848,Herman Kurniawan,"Bersama kita lawan pandemi COVID-19
. 
Stop Hoaks Vaksinasi https://t.co/gcJ6YTk6zx",2021-08-28 12:05:37,"['lawan', 'pandemi', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1203,1431588417926619138,Mutia Sari,"Ayo lawan covid 19
Stop Hoaks Vaksinasi https://t.co/kCkGzOQdCc",2021-08-28 12:04:11,"['ayo', 'lawan', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1204,1431588283608297474,Mutia Sari,"Vaksinasi prokes dan PPKM efektif menurunkan kasus positif covid
Stop Hoaks Vaksinasi https://t.co/nW2YqGaPZu",2021-08-28 12:03:39,"['vaksinasi', 'prokes', 'ppkm', 'efektif', 'turun', 'positif', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1205,1431587264220385292,Rio Budiawan,"Vaksinasi, Prokes dan PPKM efektif menurunkan kasus Positif Covid-19
Stop Hoaks Vaksinasi https://t.co/cycZcGrqA1",2021-08-28 11:59:36,"['vaksinasi', 'prokes', 'ppkm', 'efektif', 'turun', 'positif', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1206,1431587165830537223,Humas Polsek Telukjambe Timur,"PAPUA BARAT - Kapolri Jenderal Listyo Sigit Prabowo meminta untuk menerapkan pendekatan kearifan lokal atau menyesuaikan dengan adat istiadat setempat, guna mengajak warga Papua Barat yang terpapar Covid-19, mau di karantina di lokasi Isolasi Terpusat (Isoter) https://t.co/T6CxVTj25q",2021-08-28 11:59:12,"['papua', 'barat', 'kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'terap', 'dekat', 'arif', 'lokal', 'sesuai', 'adat', 'istiadat', 'ajak', 'warga', 'papua', 'barat', 'papar', 'covid', 'karantina', 'lokasi', 'isolasi', 'pusat', 'isoter']"
1207,1431587084154720258,Mutia Sari,"PPKM terbukti menurunkan kasus covid 19
Stop Hoaks Vaksinasi https://t.co/aLiXgcx7Ws",2021-08-28 11:58:53,"['ppkm', 'bukti', 'turun', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1208,1431587047198896132,Humas Polsek Telukjambe Timur,"PAPUA BARAT - Kapolri Jenderal Listyo Sigit Prabowo meminta untuk menerapkan pendekatan kearifan lokal atau menyesuaikan dengan adat istiadat setempat, guna mengajak warga Papua Barat yang terpapar Covid-19, mau di karantina di lokasi Isolasi Terpusat (Isoter) https://t.co/rjKyUJLoVd",2021-08-28 11:58:44,"['papua', 'barat', 'kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'terap', 'dekat', 'arif', 'lokal', 'sesuai', 'adat', 'istiadat', 'ajak', 'warga', 'papua', 'barat', 'papar', 'covid', 'karantina', 'lokasi', 'isolasi', 'pusat', 'isoter']"
1209,1431586926935658498,Humas Polsek Telukjambe Timur,"PAPUA BARAT - Kapolri Jenderal Listyo Sigit Prabowo meminta untuk menerapkan pendekatan kearifan lokal atau menyesuaikan dengan adat istiadat setempat, guna mengajak warga Papua Barat yang terpapar Covid-19, mau di karantina di lokasi Isolasi Terpusat (Isoter) https://t.co/Zdp6i3iw47",2021-08-28 11:58:15,"['papua', 'barat', 'kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'terap', 'dekat', 'arif', 'lokal', 'sesuai', 'adat', 'istiadat', 'ajak', 'warga', 'papua', 'barat', 'papar', 'covid', 'karantina', 'lokasi', 'isolasi', 'pusat', 'isoter']"
1210,1431586588132134919,Mutia Sari,"Vaksinasi menghindari dari virus covid
Stop Hoaks Vaksinasi https://t.co/oyAkOINXyq",2021-08-28 11:56:54,"['vaksinasi', 'hindar', 'virus', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1211,1431585562318704646,Ivy Ocha,"Vaksinasi Menghindarkan Kita Dari Virus Covid-19, Stop Hoaks Vaksinasi https://t.co/faIqSAVuxs",2021-08-28 11:52:50,"['vaksinasi', 'hindar', 'virus', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1212,1431585440671301634,Ivy Ocha,"Lindungi Diri Dan Keluarga Dengan Vaksinasi Covid-19, Stop Hoaks Vaksinasi https://t.co/VZYE11lpIr",2021-08-28 11:52:21,"['lindung', 'keluarga', 'vaksinasi', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1213,1431583978230747144,Jenny Feoh,Ayo dukung pelaksanaan vaksinasi. Terbukti vaksinasi menghindarkan kita dari virus corona Covid-19. Stop Hoaks Vaksinas https://t.co/Kb7HPWEJWE,2021-08-28 11:46:32,"['ayo', 'dukung', 'laksana', 'vaksinasi', 'bukti', 'vaksinasi', 'hindar', 'virus', 'corona', 'covid', 'stop', 'hoaks', 'vaksinas']"
1214,1431583882390867978,Jenny Feoh,Ayo laksanakan vaksinasi. Terbukti vaksinasi menghindarkan kita dari virus corona Covid-19. Stop Hoaks Vaksinas https://t.co/pYOhv7ok7q,2021-08-28 11:46:09,"['ayo', 'laksana', 'vaksinasi', 'bukti', 'vaksinasi', 'hindar', 'virus', 'corona', 'covid', 'stop', 'hoaks', 'vaksinas']"
1215,1431583839952928768,Nugrin Tee 🇲🇨,"Vaksinasi, Prokes &amp; PPKM Efektif Menurunkan Kasus Positif Covid-19, Stop Hoax Vaksinasi https://t.co/XshigmQs24",2021-08-28 11:45:59,"['vaksinasi', 'prokes', 'ppkm', 'efektif', 'turun', 'positif', 'covid', 'stop', 'hoax', 'vaksinasi']"
1217,1431583720583032835,Jenny Feoh,Terbukti vaksinasi menghindarkan kita dari virus corona Covid-19. Stop Hoaks Vaksinas https://t.co/8a7GyXVF0L,2021-08-28 11:45:31,"['bukti', 'vaksinasi', 'hindar', 'virus', 'corona', 'covid', 'stop', 'hoaks', 'vaksinas']"
1218,1431583662382870531,Jenny Feoh,Terbukti vaksinasi menghindarkan kita dari virus corona Covid-19. Stop Hoaks Vaksinas https://t.co/D60RlDI0tV,2021-08-28 11:45:17,"['bukti', 'vaksinasi', 'hindar', 'virus', 'corona', 'covid', 'stop', 'hoaks', 'vaksinas']"
1219,1431583524507697159,bowo tejo,"Bersama lawan covid, Stop Hoaks Vaksinasi https://t.co/zFDTD1vV4n",2021-08-28 11:44:44,"['lawan', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1220,1431583455926652929,Polsek Batang Cenaku,"Ayo Jangan Kendor...!

Disiplin Protokol Kesehatan Cegah Penyebaran Covid-19.

Ingat Patuhi 5M :
1. Memakai masker
2. Mencuci tangan pakai sabun di air mengalir
3. Menjaga jarak
4. Menjauhi kerumunan
5. Membatasi mobilisasi dan interaksi.

@multimedia.humaspolri https://t.co/omGR0jG69C",2021-08-28 11:44:28,"['ayo', 'kendor', 'disiplin', 'protokol', 'sehat', 'cegah', 'sebar', 'covid', 'patuh', 'm', 'pakai', 'masker', 'cuci', 'tangan', 'pakai', 'sabun', 'air', 'alir', 'jaga', 'jarak', 'jauh', 'kerumun', 'batas', 'mobilisasi', 'interaksi', 'humaspolri']"
1221,1431583320479961096,Angel Dino,PPKM terbukti turunkan kasus penyebaran COVID-19. Mari kita saja. dukung upaya pemerintah. Stop Hoaks Vaksinas https://t.co/UBfXE5g83I,2021-08-28 11:43:55,"['ppkm', 'bukti', 'turun', 'sebar', 'covid', 'mari', 'dukung', 'upaya', 'perintah', 'stop', 'hoaks', 'vaksinas']"
1222,1431583271775715338,Angel Dino,PPKM terbukti turunkan kasus penyebaran COVID-19. Mari kita saja. dukung upaya pemerintah. Stop Hoaks Vaksinas https://t.co/s2KYPQqS2Z,2021-08-28 11:43:44,"['ppkm', 'bukti', 'turun', 'sebar', 'covid', 'mari', 'dukung', 'upaya', 'perintah', 'stop', 'hoaks', 'vaksinas']"
1223,1431583236291915782,Angel Dino,PPKM terbukti turunkan kasus penyebaran COVID-19. Mari kita saja. dukung upaya pemerintah. Stop Hoaks Vaksinas https://t.co/FhjAb5sNj2,2021-08-28 11:43:35,"['ppkm', 'bukti', 'turun', 'sebar', 'covid', 'mari', 'dukung', 'upaya', 'perintah', 'stop', 'hoaks', 'vaksinas']"
1224,1431583198316621824,Angel Dino,PPKM terbukti turunkan kasus penyebaran COVID-19. Mari kita saja. dukung upaya pemerintah. Stop Hoaks Vaksinas https://t.co/qFpYYUufl2,2021-08-28 11:43:26,"['ppkm', 'bukti', 'turun', 'sebar', 'covid', 'mari', 'dukung', 'upaya', 'perintah', 'stop', 'hoaks', 'vaksinas']"
1225,1431583155232776192,Angel Dino,PPKM terbukti turunkan kasus penyebaran COVID-19. Mari kita saja. dukung upaya pemerintah. Stop Hoaks Vaksinas https://t.co/ptqMc5HDXm,2021-08-28 11:43:16,"['ppkm', 'bukti', 'turun', 'sebar', 'covid', 'mari', 'dukung', 'upaya', 'perintah', 'stop', 'hoaks', 'vaksinas']"
1227,1431582512824811524,Ferdi Pomalango🇮🇩,"Vaksin Tangkal Covid-19
Stop Hoaks Vaksinasi https://t.co/9PiQXI7uoA",2021-08-28 11:40:43,"['vaksin', 'tangkal', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1228,1431582500682223619,Ferdi Pomalango🇮🇩,"Vaksin Tangkal Covid-19
Stop Hoaks Vaksinasi https://t.co/bOqWEkunpi",2021-08-28 11:40:40,"['vaksin', 'tangkal', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1229,1431582497268109314,Sultan,Stop Hoaks Vaksinasi - Vaksin Covid-19 Produksi Sinovac Suci dan Halal https://t.co/VWdM22tmOn,2021-08-28 11:40:39,"['stop', 'hoaks', 'vaksinasi', 'vaksin', 'covid', 'produksi', 'sinovac', 'suci', 'halal']"
1230,1431582493489057799,Ferdi Pomalango🇮🇩,"Vaksin Tangkal Covid-19
Stop Hoaks Vaksinasi https://t.co/8mvfbSNRTo",2021-08-28 11:40:38,"['vaksin', 'tangkal', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1231,1431582479840808973,Ferdi Pomalango🇮🇩,"Vaksin Tangkal Covid-19
Stop Hoaks Vaksinasi https://t.co/gSS7rjc2Cj",2021-08-28 11:40:35,"['vaksin', 'tangkal', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1232,1431582474048475136,Sultan,Stop Hoaks Vaksinasi - Masyarakat Dukung Aparat Menindak Tegas Provokator Penyebar Isu Hoax Vaksin dan Covid-19 https://t.co/capT2EutBM,2021-08-28 11:40:33,"['stop', 'hoaks', 'vaksinasi', 'masyarakat', 'dukung', 'aparat', 'tindak', 'provokator', 'sebar', 'isu', 'hoax', 'vaksin', 'covid']"
1233,1431582468000268297,Ferdi Pomalango🇮🇩,"Vaksin Tangkal Covid-19
Stop Hoaks Vaksinasi https://t.co/LpPCDz5P8E",2021-08-28 11:40:32,"['vaksin', 'tangkal', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1234,1431582456142958595,Sultan,Stop Hoaks Vaksinasi - Kasus Harian Covid-19 Menunjukkan Tren Penurunan dengan Penerapan PPKM Level 3 &amp; 4 https://t.co/nz31coeHqy,2021-08-28 11:40:29,"['stop', 'hoaks', 'vaksinasi', 'hari', 'covid', 'tren', 'turun', 'terap', 'ppkm', 'level']"
1235,1431582454200999939,Ferdi Pomalango🇮🇩,"Vaksin Tangkal Covid-19
Stop Hoaks Vaksinasi https://t.co/7BVSqoK78N",2021-08-28 11:40:29,"['vaksin', 'tangkal', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1236,1431582444801560580,Berita New,"Dukung upaya pemerintah dalam memutuskan rantai penyebaran covid 19
Stop Hoaks Vaksinasi https://t.co/H6EWDrntUV",2021-08-28 11:40:27,"['dukung', 'upaya', 'perintah', 'putus', 'rantai', 'sebar', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1237,1431582440070410249,Ferdi Pomalango🇮🇩,"Vaksin Tangkal Covid-19
Stop Hoaks Vaksinasi https://t.co/a0n8j18Fja",2021-08-28 11:40:25,"['vaksin', 'tangkal', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1238,1431582437956468737,Sultan,Stop Hoaks Vaksinasi - PPKM Terbukti Menurunkan Kasus Covid-19 https://t.co/YlofqnXsfF,2021-08-28 11:40:25,"['stop', 'hoaks', 'vaksinasi', 'ppkm', 'bukti', 'turun', 'covid']"
1239,1431582430377361412,Sultan,Stop Hoaks Vaksinasi - Dukung Upaya Pemerintah Dalam Memutus Mata Rantai Penyebaran Covid-19 Melalui PPKM https://t.co/B9PCyc4PPz,2021-08-28 11:40:23,"['stop', 'hoaks', 'vaksinasi', 'dukung', 'upaya', 'perintah', 'putus', 'mata', 'rantai', 'sebar', 'covid', 'ppkm']"
1240,1431582427869167616,Ferdi Pomalango🇮🇩,"Vaksinasi menghindarkan kita dari Covid-19

Stop Hoaks Vaksinasi https://t.co/HlxwAUO3b0",2021-08-28 11:40:22,"['vaksinasi', 'hindar', 'covid', 'stop', 'hoaks', 'vaksinasi']"
1241,1431582182284296198,Ahmad,Stop Hoaks Vaksinasi - Dukung Upaya Pemerintah Dalam Memutus Mata Rantai Penyebaran Covid-19 Melalui PPKM https://t.co/7rEeUqgzSK,2021-08-28 11:39:24,"['stop', 'hoaks', 'vaksinasi', 'dukung', 'upaya', 'perintah', 'putus', 'mata', 'rantai', 'sebar', 'covid', 'ppkm']"
1242,1431582176634568708,Ahmad,Stop Hoaks Vaksinasi - PPKM Terbukti Menurunkan Kasus Covid-19 https://t.co/0zU2m5sf5e,2021-08-28 11:39:23,"['stop', 'hoaks', 'vaksinasi', 'ppkm', 'bukti', 'turun', 'covid']"
1243,1431582169197993985,Ahmad,Stop Hoaks Vaksinasi - Kasus Harian Covid-19 Menunjukkan Tren Penurunan dengan Penerapan PPKM Level 3 &amp; 4 https://t.co/tapizCN6hj,2021-08-28 11:39:21,"['stop', 'hoaks', 'vaksinasi', 'hari', 'covid', 'tren', 'turun', 'terap', 'ppkm', 'level']"
1244,1431582140840378368,Ahmad,Stop Hoaks Vaksinasi - Masyarakat Dukung Aparat Menindak Tegas Provokator Penyebar Isu Hoax Vaksin dan Covid-19 https://t.co/047sli5Xbf,2021-08-28 11:39:14,"['stop', 'hoaks', 'vaksinasi', 'masyarakat', 'dukung', 'aparat', 'tindak', 'provokator', 'sebar', 'isu', 'hoax', 'vaksin', 'covid']"
1245,1431582118270828548,Ahmad,Stop Hoaks Vaksinasi - Vaksin Covid-19 Produksi Sinovac Suci dan Halal https://t.co/mPSc4gQWyG,2021-08-28 11:39:09,"['stop', 'hoaks', 'vaksinasi', 'vaksin', 'covid', 'produksi', 'sinovac', 'suci', 'halal']"
1246,1431581850560962564,mutiara,Stop Hoaks Vaksinasi - Vaksin Covid-19 Produksi Sinovac Suci dan Halal https://t.co/WGD8ynm0Wk,2021-08-28 11:38:05,"['stop', 'hoaks', 'vaksinasi', 'vaksin', 'covid', 'produksi', 'sinovac', 'suci', 'halal']"
1247,1431581822756876289,mutiara,Stop Hoaks Vaksinasi - Masyarakat Dukung Aparat Menindak Tegas Provokator Penyebar Isu Hoax Vaksin dan Covid-19 https://t.co/hKhD4lvmux,2021-08-28 11:37:58,"['stop', 'hoaks', 'vaksinasi', 'masyarakat', 'dukung', 'aparat', 'tindak', 'provokator', 'sebar', 'isu', 'hoax', 'vaksin', 'covid']"
1248,1431581792230797318,mutiara,Stop Hoaks Vaksinasi - Kasus Harian Covid-19 Menunjukkan Tren Penurunan dengan Penerapan PPKM Level 3 &amp; 4 https://t.co/zBEyUwO32T,2021-08-28 11:37:51,"['stop', 'hoaks', 'vaksinasi', 'hari', 'covid', 'tren', 'turun', 'terap', 'ppkm', 'level']"
1249,1431581756260372481,mutiara,Stop Hoaks Vaksinasi - PPKM Terbukti Menurunkan Kasus Covid-19 https://t.co/i97OUL9t6W,2021-08-28 11:37:42,"['stop', 'hoaks', 'vaksinasi', 'ppkm', 'bukti', 'turun', 'covid']"
1250,1431581738904395781,mutiara,Stop Hoaks Vaksinasi - Dukung Upaya Pemerintah Dalam Memutus Mata Rantai Penyebaran Covid-19 Melalui PPKM https://t.co/PTtL4u88iz,2021-08-28 11:37:38,"['stop', 'hoaks', 'vaksinasi', 'dukung', 'upaya', 'perintah', 'putus', 'mata', 'rantai', 'sebar', 'covid', 'ppkm']"
1252,1431581571719389185,Rakyat Bicara,"Cegah Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
Stop Hoaks Vaksinasi https://t.co/ZdaHttCqoQ",2021-08-28 11:36:58,"['cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'stop', 'hoaks', 'vaksinasi']"
1253,1431581540203466752,Info Tanah Air,"Cegah Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
Stop Hoaks Vaksinasi https://t.co/zEtAdCN4lq",2021-08-28 11:36:51,"['cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'stop', 'hoaks', 'vaksinasi']"
1254,1431581318861627392,Mustofa Somad,Stop Hoaks Vaksinasi - Vaksin Covid-19 Produksi Sinovac Suci dan Halal https://t.co/8dHFpuP9Wh,2021-08-28 11:35:58,"['stop', 'hoaks', 'vaksinasi', 'vaksin', 'covid', 'produksi', 'sinovac', 'suci', 'halal']"
1255,1431581291116261376,Mustofa Somad,Stop Hoaks Vaksinasi - Masyarakat Dukung Aparat Menindak Tegas Provokator Penyebar Isu Hoax Vaksin dan Covid-19 https://t.co/Ziye8H6xqe,2021-08-28 11:35:51,"['stop', 'hoaks', 'vaksinasi', 'masyarakat', 'dukung', 'aparat', 'tindak', 'provokator', 'sebar', 'isu', 'hoax', 'vaksin', 'covid']"
1256,1431581253552132100,Mustofa Somad,Stop Hoaks Vaksinasi - Kasus Harian Covid-19 Menunjukkan Tren Penurunan dengan Penerapan PPKM Level 3 &amp; 4 https://t.co/lah483KzcL,2021-08-28 11:35:42,"['stop', 'hoaks', 'vaksinasi', 'hari', 'covid', 'tren', 'turun', 'terap', 'ppkm', 'level']"
1257,1431581198128594946,Mustofa Somad,Stop Hoaks Vaksinasi - PPKM Terbukti Menurunkan Kasus Covid-19 https://t.co/r2ULroKZoN,2021-08-28 11:35:29,"['stop', 'hoaks', 'vaksinasi', 'ppkm', 'bukti', 'turun', 'covid']"
1258,1431581187500171268,Mustofa Somad,Stop Hoaks Vaksinasi - Dukung Upaya Pemerintah Dalam Memutus Mata Rantai Penyebaran Covid-19 Melalui PPKM https://t.co/0E5lDTm0do,2021-08-28 11:35:27,"['stop', 'hoaks', 'vaksinasi', 'dukung', 'upaya', 'perintah', 'putus', 'mata', 'rantai', 'sebar', 'covid', 'ppkm']"
